subject,session,run,image_name,category,class_id
sub-05,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\car\2009_000737_resized.jpg,car,6
sub-20,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\2010_001331_resized.jpg,cat,7
sub-14,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\2010_002469_resized.jpg,motorbike,14
sub-28,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\002292_resized.jpg,bicycle,1
sub-09,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\003143_resized.jpg,car,6
sub-03,ses-02,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_18639_resized.jpg,bottle,4
sub-14,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_9696_resized.jpg,diningtable,10
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2009_001007_resized.jpg,train,18
sub-17,ses-05,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_29909_resized.jpg,diningtable,10
sub-03,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2009_000862_resized.jpg,cat,7
sub-15,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_4547_resized.jpg,bottle,4
sub-09,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\008561_resized.jpg,tvmonitor,19
sub-24,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_2668_resized.jpg,motorbike,14
sub-09,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_1770_resized.jpg,motorbike,14
sub-02,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_705_resized.jpg,diningtable,10
sub-02,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\2010_004852_resized.jpg,boat,3
sub-09,ses-01,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\2009_004451_resized.jpg,cow,9
sub-17,ses-05,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_3912_resized.jpg,sofa,17
sub-24,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_42468_resized.jpg,flower,12
sub-15,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\car\2009_001591_resized.jpg,car,6
sub-02,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\n03095699_21294_resized.jpg,boat,3
sub-05,ses-05,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\bus\n04487081_41274_resized.jpg,bus,5
sub-02,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\2008_001405_resized.jpg,bottle,4
sub-02,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bus\n04487081_10703_resized.jpg,bus,5
sub-15,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\2010_000952_resized.jpg,car,6
sub-15,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2009_004846_resized.jpg,aeroplane,0
sub-03,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\2010_001421_resized.jpg,dog,11
sub-14,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_5379_resized.jpg,flower,12
sub-20,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\aeroplane\2008_000716_resized.jpg,aeroplane,0
sub-29,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_55384_resized.jpg,diningtable,10
sub-03,ses-02,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\2008_003858_resized.jpg,boat,3
sub-02,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\002599_resized.jpg,motorbike,14
sub-23,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\train\2009_002116_resized.jpg,train,18
sub-20,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\boat\2010_005364_resized.jpg,boat,3
sub-02,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\n02410509_7709_resized.jpg,cow,9
sub-03,ses-02,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\2008_002269_resized.jpg,bicycle,1
sub-23,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_5966_resized.jpg,flower,12
sub-29,ses-04,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_8423_resized.jpg,flower,12
sub-20,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\n02410509_1606_resized.jpg,cow,9
sub-03,ses-01,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\cat\001774_resized.jpg,cat,7
sub-23,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_18426_resized.jpg,flower,12
sub-20,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_14815_resized.jpg,motorbike,14
sub-17,ses-05,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_19874_resized.jpg,flower,12
sub-15,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\n02835271_8304_resized.jpg,bicycle,1
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_3928_resized.jpg,flower,12
sub-14,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\aeroplane\001545_resized.jpg,aeroplane,0
sub-24,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\001684_resized.jpg,bird,2
sub-02,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_1900_resized.jpg,diningtable,10
sub-29,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_7543_resized.jpg,flower,12
sub-02,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2010_002177_resized.jpg,cat,7
sub-17,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_9919_resized.jpg,horse,13
sub-02,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_14552_resized.jpg,bottle,4
sub-05,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\car\2010_005845_resized.jpg,car,6
sub-23,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\car\000494_resized.jpg,car,6
sub-20,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\2008_008269_resized.jpg,tvmonitor,19
sub-14,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\2010_002941_resized.jpg,bottle,4
sub-19,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n03376595_3624_resized.jpg,chair,8
sub-05,ses-05,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\2008_002916_resized.jpg,sofa,17
sub-19,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2009_003806_resized.jpg,aeroplane,0
sub-02,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_829_resized.jpg,chair,8
sub-03,ses-02,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_16094_resized.jpg,sofa,17
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\n02408429_1909_resized.jpg,cow,9
sub-02,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_19370_resized.jpg,flower,12
sub-02,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02422106_731_resized.jpg,sheep,16
sub-05,ses-05,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n04483307_2958_resized.jpg,boat,3
sub-14,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\aeroplane\2010_005184_resized.jpg,aeroplane,0
sub-03,ses-01,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\car\001838_resized.jpg,car,6
sub-17,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\2008_001676_resized.jpg,dog,11
sub-28,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\2008_002647_resized.jpg,bird,2
sub-03,ses-02,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n03782006_20755_resized.jpg,tvmonitor,19
sub-09,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_33240_resized.jpg,motorbike,14
sub-19,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\n02410509_3102_resized.jpg,cow,9
sub-15,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\006090_resized.jpg,cat,7
sub-15,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\000721_resized.jpg,car,6
sub-23,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n04099969_22160_resized.jpg,chair,8
sub-14,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\007561_resized.jpg,sofa,17
sub-09,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2011_000592_resized.jpg,aeroplane,0
sub-23,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2010_003458_resized.jpg,aeroplane,0
sub-19,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\person\004336_resized.jpg,person,15
sub-23,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\n02408429_13878_resized.jpg,cow,9
sub-19,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\n02422699_6300_resized.jpg,sheep,16
sub-28,ses-05,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\n02835271_8549_resized.jpg,bicycle,1
sub-28,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n03782006_8275_resized.jpg,tvmonitor,19
sub-14,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n02835271_16673_resized.jpg,bicycle,1
sub-15,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\n02412080_13381_resized.jpg,sheep,16
sub-20,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n04099969_5075_resized.jpg,chair,8
sub-09,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_339_resized.jpg,chair,8
sub-29,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\006302_resized.jpg,boat,3
sub-20,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\car\001991_resized.jpg,car,6
sub-24,ses-04,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n04152593_6384_resized.jpg,tvmonitor,19
sub-17,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\cat\2009_003165_resized.jpg,cat,7
sub-09,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\2008_004869_resized.jpg,train,18
sub-17,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\train\000946_resized.jpg,train,18
sub-09,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03791053_10516_resized.jpg,motorbike,14
sub-09,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03785016_2222_resized.jpg,motorbike,14
sub-15,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bird\2010_005016_resized.jpg,bird,2
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_7787_resized.jpg,horse,13
sub-15,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_24059_resized.jpg,diningtable,10
sub-09,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\n03791053_15081_resized.jpg,motorbike,14
sub-15,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_14123_resized.jpg,flower,12
sub-24,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sheep\000884_resized.jpg,sheep,16
sub-09,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\n04487081_2410_resized.jpg,bus,5
sub-29,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n03095699_27188_resized.jpg,boat,3
sub-17,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n03782006_5882_resized.jpg,tvmonitor,19
sub-24,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_24186_resized.jpg,bottle,4
sub-17,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n04152593_40531_resized.jpg,tvmonitor,19
sub-23,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\2009_003703_resized.jpg,bus,5
sub-05,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_3907_resized.jpg,flower,12
sub-28,ses-05,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_9114_resized.jpg,bottle,4
sub-19,ses-01,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_1326_resized.jpg,flower,12
sub-29,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_57160_resized.jpg,flower,12
sub-15,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bottle\n03983396_65_resized.jpg,bottle,4
sub-05,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\2008_006546_resized.jpg,dog,11
sub-09,ses-01,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\motorbike\2010_000678_resized.jpg,motorbike,14
sub-14,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bird\002579_resized.jpg,bird,2
sub-09,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\train\006077_resized.jpg,train,18
sub-05,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\n02389026_20857_resized.jpg,horse,13
sub-19,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\007844_resized.jpg,car,6
sub-29,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n02835271_32929_resized.jpg,bicycle,1
sub-03,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\2008_007273_resized.jpg,cow,9
sub-20,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_11273_resized.jpg,flower,12
sub-17,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_18004_resized.jpg,diningtable,10
sub-29,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_30857_resized.jpg,diningtable,10
sub-09,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n03095699_22942_resized.jpg,boat,3
sub-24,ses-01,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\2010_004239_resized.jpg,car,6
sub-05,ses-01,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\2009_005156_resized.jpg,bicycle,1
sub-05,ses-05,run-02,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2008_008278_resized.jpg,aeroplane,0
sub-28,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_001757_resized.jpg,person,15
sub-19,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2010_002310_resized.jpg,aeroplane,0
sub-02,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\007843_resized.jpg,car,6
sub-05,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_002347_resized.jpg,person,15
sub-23,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\aeroplane\2009_001316_resized.jpg,aeroplane,0
sub-15,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\diningtable\n03201208_20908_resized.jpg,diningtable,10
sub-05,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\001324_resized.jpg,dog,11
sub-03,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\003262_resized.jpg,bottle,4
sub-17,ses-04,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n04099969_2799_resized.jpg,chair,8
sub-24,ses-03,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cat\003500_resized.jpg,cat,7
sub-17,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\2010_005668_resized.jpg,cow,9
sub-09,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\diningtable\n03201208_9792_resized.jpg,diningtable,10
sub-14,ses-02,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\008121_resized.jpg,tvmonitor,19
sub-14,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\2009_000716_resized.jpg,cat,7
sub-14,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\sheep\2011_001986_resized.jpg,sheep,16
sub-19,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\person\2010_000120_resized.jpg,person,15
sub-23,ses-03,run-02,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n03782006_12667_resized.jpg,tvmonitor,19
sub-14,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\chair\n04099969_1409_resized.jpg,chair,8
sub-03,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_7642_resized.jpg,flower,12
sub-19,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\2009_004295_resized.jpg,bus,5
sub-02,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\dog\2008_003922_resized.jpg,dog,11
sub-17,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bus\n04487081_7427_resized.jpg,bus,5
sub-20,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\2010_005522_resized.jpg,dog,11
sub-23,ses-02,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bird\2009_000218_resized.jpg,bird,2
sub-19,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bird\002938_resized.jpg,bird,2
sub-20,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_25240_resized.jpg,motorbike,14
sub-29,ses-04,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2008_005611_resized.jpg,aeroplane,0
sub-19,ses-01,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\aeroplane\2010_005534_resized.jpg,aeroplane,0
sub-17,ses-05,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_6862_resized.jpg,flower,12
sub-09,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_13184_resized.jpg,sofa,17
sub-24,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\2010_002668_resized.jpg,bottle,4
sub-20,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\aeroplane\004153_resized.jpg,aeroplane,0
sub-05,ses-05,run-03,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\tvmonitor\n03782006_24757_resized.jpg,tvmonitor,19
sub-24,ses-01,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bicycle\002078_resized.jpg,bicycle,1
sub-23,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\tvmonitor\n03782006_22295_resized.jpg,tvmonitor,19
sub-15,ses-03,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\000542_resized.jpg,cat,7
sub-20,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_002946_resized.jpg,person,15
sub-09,ses-01,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\sofa\n04344873_3740_resized.jpg,sofa,17
sub-23,ses-04,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\n03376595_6188_resized.jpg,chair,8
sub-24,ses-03,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\n03095699_20709_resized.jpg,boat,3
sub-02,ses-04,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bottle\n03983396_1193_resized.jpg,bottle,4
sub-29,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\car\006397_resized.jpg,car,6
sub-02,ses-03,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\horse\2008_003326_resized.jpg,horse,13
sub-28,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n02835271_10849_resized.jpg,bicycle,1
sub-20,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\person\2008_000359_resized.jpg,person,15
sub-17,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\motorbike\n03785016_8339_resized.jpg,motorbike,14
sub-05,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cat\2010_003240_resized.jpg,cat,7
sub-14,ses-02,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\008819_resized.jpg,dog,11
sub-19,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\horse\2010_003490_resized.jpg,horse,13
sub-03,ses-02,run-02,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\2008_006649_resized.jpg,car,6
sub-02,ses-05,run-03,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\cow\2011_002719_resized.jpg,cow,9
sub-24,ses-01,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_22282_resized.jpg,flower,12
sub-14,ses-05,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\boat\007685_resized.jpg,boat,3
sub-29,ses-04,run-01,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\train\2009_001868_resized.jpg,train,18
sub-15,ses-01,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n02835271_19309_resized.jpg,bicycle,1
sub-02,ses-04,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\car\2010_003561_resized.jpg,car,6
sub-09,ses-03,run-01,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\bus\n04487081_15388_resized.jpg,bus,5
sub-28,ses-03,run-01,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\004368_resized.jpg,cow,9
sub-29,ses-03,run-04,C:\Users\casia\Desktop\eeg_code_exp-info\pic_10000_resized\chair\2008_007415_resized.jpg,chair,8
sub-17,ses-01,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\flower\n11939491_17649_resized.jpg,flower,12
sub-23,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\cow\n02408429_13954_resized.jpg,cow,9
sub-20,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\bicycle\n03792782_26289_resized.jpg,bicycle,1
sub-29,ses-01,run-04,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\dog\2009_003241_resized.jpg,dog,11
sub-17,ses-05,run-04,C:\Users\DELL\Desktop\eeg_code_exp-info\pic_10000_resized\flower\n11939491_26480_resized.jpg,flower,12
sub-28,ses-02,run-03,C:\Users\Huawei\Desktop\eeg_pascal_imagenet\pic_10000_resized\train\2010_004193_resized.jpg,train,18
